CLAVE_CASILLA;TOTAL_BOLETAS_SOBRANTES;TOTAL_PERSONAS_VOTARON;TOTAL_REP_PARTIDO_CI_VOTARON;TOTAL_VOTOS_SACADOS;PAN;PRI;PRD;PVEM;PT;UDC;MORENA;C_PAN_PRI_PRD;C_PAN_PRI;C_PAN_PRD;C_PRI_PRD;C_PVEM_UDC;NO_REGISTRADAS;NULOS;TOTAL_VOTOS_ASENTADO;TOTAL_VOTOS_CALCULADO;LISTA_NOMINAL;REPRESENTANTES_PP_CI
'050000M0000;N/A;N/A;N/A;N/A;199;171;10;11;171;22;367;50;10;0;1;10;5;8;1035;1035;22818;N/A
'050000A0100;N/A;71;N/A;71;9;36;0;0;6;2;14;0;0;1;0;0;0;3;71;71;79;N/A
'050000P0100;N/A;12;N/A;12;0;2;0;0;2;0;8;0;0;0;0;0;0;0;12;12;12;N/A
'050001B0100;156;280;4;284;8;192;0;0;18;2;58;2;0;0;0;0;0;4;284;284;424;16
'050001C0100;162;275;2;277;28;175;1;3;17;2;47;0;0;0;0;0;0;4;277;277;423;16
'050002B0100;250;202;0;202;8;93;0;0;19;0;75;0;0;0;0;0;0;5;202;200;436;16
'050003B0100;329;319;4;0;7;139;7;10;13;66;66;2;2;0;0;4;0;7;323;323;632;16
'050003C0100;303;342;3;345;6;146;5;6;31;64;61;3;2;0;2;8;1;10;345;345;632;16
'050003C0200;313;332;1;333;9;141;8;5;15;69;64;5;1;0;0;2;0;14;333;333;631;16
'050003C0300;0;0;0;0;6;135;9;6;15;82;61;4;1;0;0;6;0;15;340;340;631;16
'050004B0100;330;381;1;382;5;168;7;7;23;96;48;3;0;0;1;10;0;14;382;382;701;16
'050004C0100;330;379;6;0;7;168;13;8;25;94;44;4;3;0;1;1;0;19;387;387;701;16
'050004C0200;336;377;3;381;15;168;5;16;21;82;59;;;;;;;15;381;381;701;16
'050004C0300;343;374;0;0;3;149;9;7;18;107;53;2;1;0;3;9;0;13;374;374;701;16
'050004C0400;323;390;4;394;8;165;8;4;30;89;66;4;1;0;1;6;0;12;394;394;701;16
'050004C0500;316;397;4;3;10;163;10;11;32;104;49;5;;;;7;;10;401;401;701;16
'050004C0600;342;372;3;375;8;173;5;11;27;79;45;2;1;0;1;4;0;19;375;375;701;16
'050004C0700;329;384;3;387;3;183;6;8;22;88;49;4;1;0;1;8;0;14;387;387;700;16
'050005B0100;301;278;3;0;10;85;6;9;17;74;61;4;1;0;1;9;0;4;281;281;566;16
'050005C0100;261;314;6;0;7;111;8;8;20;83;60;9;2;0;1;5;0;12;321;326;566;16
'050005C0200;284;294;3;0;7;110;6;6;30;70;53;2;2;0;1;7;0;5;296;299;565;16
'050006B0100;215;209;5;214;13;105;2;3;20;33;28;2;0;0;0;1;0;7;214;214;413;16
'050006C0100;226;198;5;203;2;100;1;11;7;42;23;5;1;0;0;7;0;4;203;203;413;16
'050007B0100;380;287;6;293;15;132;6;6;23;60;37;3;2;1;0;5;0;3;293;293;657;16
'050007C0100;378;292;3;295;19;138;4;7;20;49;37;4;4;0;0;5;8;SIN DATO;295;295;657;16
'050008B0100;357;322;4;326;7;150;10;9;30;64;39;5;0;0;0;5;0;7;326;326;667;16
'050008C0100;371;307;6;312;9;128;10;10;21;79;36;3;4;0;1;3;1;7;312;312;666;16
'050011B0100;336;339;5;345;9;168;6;8;27;60;50;1;3;SIN DATO;1;6;SIN DATO;6;345;345;665;16
'050011C0100;332;328;7;333;9;131;8;9;25;82;55;3;0;0;0;1;0;10;333;333;650;16
'050011C0200;377;285;4;0;4;117;3;9;19;60;48;3;2;0;1;8;0;11;289;285;650;16
'050011C0300;314;348;4;351;9;129;15;9;28;83;49;2;1;0;1;9;0;16;351;351;650;16
'050012B0100;348;339;2;339;7;168;7;4;18;54;66;4;0;0;0;4;1;10;339;343;671;16
'050012C0100;378;309;0;308;7;134;12;7;22;64;42;2;1;0;2;5;0;10;308;308;671;16
'050012C0200;350;332;5;337;2;171;7;8;23;62;46;2;5;0;0;2;0;9;337;337;671;16
'050012C0300;323;359;5;364;2;166;3;10;19;81;58;4;1;0;0;5;0;15;364;364;671;16
'050012C0400;349;332;6;339;7;162;9;18;19;59;42;3;5;0;0;5;1;9;339;339;671;16
'050013B0100;246;223;5;223;11;115;5;1;14;32;33;6;SIN DATO;SIN DATO;SIN DATO;2;SIN DATO;3;222;222;453;16
'050014B0100;222;175;2;177;10;73;2;6;12;31;26;2;1;0;2;7;0;5;177;177;383;16
'050014C0100;214;179;4;185;7;84;5;7;20;25;29;6;0;0;0;1;0;1;185;185;383;16
'050015B0100;372;383;5;383;13;197;6;5;30;64;45;8;1;0;1;6;0;7;383;383;739;16
'050016B0100;249;204;4;211;8;118;4;2;8;35;23;1;4;0;0;2;0;3;211;208;446;16
'050016C0100;241;214;6;0;13;117;3;3;12;32;30;1;1;1;0;5;SIN DATO;SIN DATO;220;218;445;16
'050017B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;415;16
'050017C0100;0;168;2;170;11;84;5;1;6;27;23;5;2;0;1;2;1;2;170;170;415;16
'050017S0100;307;709;0;709;26;376;12;5;86;73;96;8;2;0;0;9;0;16;709;709;0;16
'050018B0100;267;337;6;343;11;153;7;8;23;90;38;0;2;0;0;5;0;6;343;343;594;16
'050018C0100;279;326;5;331;7;168;8;9;23;54;48;3;3;0;1;4;0;3;331;331;594;16
'050018C0200;308;298;3;300;11;119;12;8;22;76;35;2;2;0;0;6;0;7;300;300;593;16
'050019B0100;343;326;7;333;5;147;15;9;17;73;40;2;1;1;0;4;0;19;333;333;661;16
'050019C0100;331;346;5;346;3;159;15;9;35;67;45;3;1;0;1;2;SIN DATO;6;346;346;661;16
'050019C0200;322;356;0;0;11;135;14;12;32;70;83;1;2;SIN DATO;SIN DATO;6;SIN DATO;7;680;373;661;16
'050019C0300;0;0;0;0;8;142;14;5;23;80;39;1;2;0;0;0;1;22;0;337;661;16
'050019C0400;298;379;5;379;2;146;24;16;35;86;42;0;0;0;0;0;0;0;0;351;661;16
'050019C0500;335;343;6;0;4;141;16;8;20;76;58;4;2;0;4;10;0;23;346;366;661;16
'050019C0600;342;331;5;336;5;124;8;14;18;102;37;2;SIN DATO;SIN DATO;SIN DATO;5;1;20;336;336;661;16
'050019C0700;353;317;6;323;5;137;12;10;20;75;40;1;1;0;1;4;0;17;323;323;660;16
'050019E0101;354;329;5;334;6;132;21;5;21;73;56;2;3;0;0;6;0;9;334;334;672;16
'050019E0102;374;312;2;314;5;108;13;11;21;64;73;4;0;0;1;5;0;9;314;314;672;16
'050019E0103;310;372;6;378;6;143;16;9;35;78;72;1;2;0;1;7;0;8;378;378;672;16
'050019E0104;344;338;6;344;8;129;17;9;22;72;59;SIN DATO;1;SIN DATO;1;3;SIN DATO;22;344;343;672;16
'050019E0105;0;0;0;356;9;144;19;10;22;72;52;1;2;0;0;3;0;21;356;355;672;16
'050019E0106;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;671;16
'050019E0107;344;337;6;343;8;119;18;11;36;68;52;6;3;1;1;6;0;13;343;342;671;16
'050019E0100;365;318;5;323;6;144;13;9;17;58;50;3;2;0;3;5;0;13;323;323;672;16
'050020B0100;278;229;2;231;13;87;8;12;9;50;38;3;3;SIN DATO;1;3;SIN DATO;4;231;231;493;16
'050020C0100;281;220;7;227;5;88;11;14;15;38;37;3;2;0;1;6;SIN DATO;7;227;227;492;16
'050021B0100;289;279;7;285;4;131;8;4;20;72;40;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;286;285;559;16
'050021C0100;298;274;3;0;6;101;6;11;16;69;48;SIN DATO;3;SIN DATO;SIN DATO;2;SIN DATO;15;0;277;559;16
'050022B0100;215;202;4;206;3;87;2;5;12;55;26;2;1;0;0;4;0;9;206;206;405;16
'050022C0100;226;194;1;195;6;67;9;7;15;46;28;4;3;0;0;6;0;4;195;195;405;16
'050023B0100;280;248;0;0;18;111;8;5;12;33;38;7;0;0;0;3;0;13;248;248;512;16
'050024B0100;377;274;5;279;7;137;7;6;24;34;41;SIN DATO;4;SIN DATO;1;0;1;6;279;268;640;16
'050025B0100;354;355;4;355;14;162;9;8;22;77;42;5;2;0;1;8;0;5;355;355;696;16
'050025C0100;359;350;3;353;10;149;2;4;28;91;49;3;1;0;0;5;0;11;353;353;695;16
'050026B0100;169;217;5;225;7;98;5;2;25;44;30;2;0;0;0;3;0;9;225;225;378;16
'050026C0100;163;226;4;230;10;88;10;3;29;55;24;3;1;0;0;4;0;3;230;230;377;16
'050027B0100;238;424;6;0;1;92;2;3;22;60;30;2;1;0;0;2;1;10;226;226;441;16
'050027C0100;243;207;6;214;5;93;4;5;10;51;29;0;2;1;0;1;0;15;213;216;440;16
'050028B0100;348;356;5;360;7;133;14;7;22;78;73;1;1;0;0;4;0;0;360;340;695;16
'050028C0100;321;386;3;389;7;161;12;10;34;80;54;3;3;0;2;5;1;17;389;389;694;16
'050029B0100;297;334;4;338;2;114;32;10;15;84;53;3;4;0;2;10;0;9;338;338;619;16
'050029C0100;329;305;1;306;8;110;15;7;18;64;59;2;3;0;1;5;0;14;306;306;619;16
'050029C0200;319;309;7;316;4;114;20;7;23;68;50;6;2;0;1;4;SIN DATO;17;316;316;619;16
'050030B0100;333;345;2;346;24;161;8;2;24;61;53;3;2;0;0;4;0;4;346;346;664;16
'050030C0100;314;359;6;365;18;160;8;9;39;63;51;4;2;2;1;4;0;4;365;365;663;16
'050031B0100;373;385;6;0;4;175;22;16;29;81;42;3;2;0;0;9;0;8;391;391;748;16
'050031C0100;355;406;3;0;10;178;19;4;19;95;53;3;4;0;3;7;0;14;0;409;748;16
'050031C0200;391;369;4;0;11;155;17;18;24;90;32;5;2;0;0;10;0;9;373;373;748;16
'050031C0300;371;376;6;376;7;171;26;3;38;73;37;3;1;2;0;9;0;6;376;376;747;16
'050031C0400;347;415;6;0;9;170;20;12;26;103;54;5;1;SIN DATO;2;6;SIN DATO;7;415;415;747;16
'050031C0500;405;371;4;0;8;149;22;7;29;97;37;4;4;1;SIN DATO;3;SIN DATO;14;375;375;747;16
'050031C0600;374;386;3;389;11;176;16;8;31;72;55;1;SIN DATO;SIN DATO;SIN DATO;5;SIN DATO;14;389;389;747;16
'050031C0700;369;391;3;394;5;169;13;8;33;86;57;0;0;0;0;14;1;8;394;394;747;16
'050031C0800;380;380;3;383;11;189;16;7;30;65;37;1;0;1;1;7;0;18;383;383;747;16
'050031C0900;382;374;6;0;1;159;15;9;33;92;35;SIN DATO;3;SIN DATO;SIN DATO;7;SIN DATO;15;374;369;747;16
'050031C1000;377;382;4;386;10;157;23;6;32;84;55;2;3;0;1;6;0;7;386;386;747;16
'050032B0100;219;245;5;250;6;110;7;9;21;53;34;3;0;0;0;4;0;3;250;250;453;16
'050032C0100;250;212;6;218;4;118;10;8;13;23;26;5;3;1;1;1;0;4;218;217;452;16
'050033B0100;415;309;4;313;3;115;16;15;25;70;53;2;1;3;3;3;0;9;313;318;712;16
'050033C0100;420;303;5;308;6;134;9;5;16;66;54;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;14;308;304;712;16
'050033C0200;411;310;6;316;7;103;24;13;23;75;54;2;4;0;0;4;0;7;316;316;711;16
'050033C0300;0;0;0;0;11;110;16;8;24;76;53;0;0;0;0;0;SIN DATO;10;308;308;711;16
'050033C0400;404;317;6;323;10;123;18;16;21;71;58;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;323;323;711;16
'050033C0500;416;0;0;0;5;118;22;10;31;63;37;1;SIN DATO;SIN DATO;5;7;SIN DATO;13;312;312;711;16
'050033C0600;392;328;6;0;1;118;12;9;33;66;79;3;SIN DATO;SIN DATO;1;3;SIN DATO;9;334;334;711;16
'050033C0700;0;0;0;0;3;113;21;18;10;57;71;SIN DATO;SIN DATO;SIN DATO;2;1;SIN DATO;SIN DATO;300;296;711;16
'050033C0800;403;323;2;0;10;124;22;16;27;61;47;3;3;0;2;2;0;6;323;323;711;16
'050033C0900;410;317;3;0;6;124;18;10;22;68;53;0;3;0;0;8;0;6;317;318;711;16
'050033C1000;407;320;4;320;2;118;22;11;29;55;61;7;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;15;320;320;711;16
'050033C1100;413;308;6;314;5;127;17;12;27;60;48;2;1;0;2;2;0;11;314;314;711;16
'050034B0100;336;357;9;366;5;153;14;11;34;69;52;3;3;1;2;9;0;10;366;366;686;16
'050034C0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;686;16
'050034C0200;338;358;6;364;6;146;19;17;21;60;64;SIN DATO;4;2;7;6;SIN DATO;12;364;364;686;16
'050034C0300;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;686;16
'050034C0400;344;351;5;356;5;152;23;12;20;58;55;4;4;1;1;6;SIN DATO;16;0;357;685;16
'050034C0500;342;358;0;6;2;155;14;11;27;64;60;3;2;SIN DATO;SIN DATO;4;SIN DATO;16;358;358;685;16
'050034C0600;363;333;5;338;10;134;16;7;25;67;48;6;5;0;2;8;0;10;338;338;685;16
'050035B0100;351;318;6;0;5;149;5;6;21;43;58;4;4;0;1;3;0;14;0;313;659;16
'050035C0100;0;0;0;0;7;168;7;5;18;53;51;6;1;0;0;6;0;13;335;335;659;16
'050035C0200;326;349;0;349;2;166;17;6;23;56;58;1;2;0;0;2;0;16;349;349;659;16
'050035C0300;345;321;6;329;3;159;4;2;21;55;50;4;1;0;1;4;3;21;329;328;658;16
'050035C0400;329;339;6;345;3;166;9;10;19;62;55;6;1;0;0;7;0;7;345;345;658;16
'050035C0500;374;300;300;186;4;156;4;7;11;49;46;0;3;0;4;6;0;10;300;300;658;16
'050035C0600;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;0;658;16
'050036B0100;258;260;5;265;2;86;5;10;23;67;55;2;1;0;1;5;0;8;265;265;507;16
'050036C0100;256;261;6;267;7;84;5;7;22;83;44;2;2;1;0;2;0;8;267;267;507;16
'050036C0200;277;242;3;242;6;85;8;6;17;61;44;3;1;0;1;4;1;8;245;245;506;16
'050037B0100;304;358;5;363;4;147;9;13;24;62;75;8;2;0;0;5;2;10;363;361;653;16
'050037C0100;352;322;4;327;2;137;8;21;28;68;43;2;2;0;1;4;2;9;327;327;653;16
'050041B0100;434;311;3;318;3;151;13;8;20;64;38;2;2;0;0;2;0;15;318;318;736;16
'050041C0100;450;300;1;300;1;163;11;5;16;43;35;1;5;0;2;6;0;12;300;300;735;16
'050041C0200;436;309;6;315;4;168;13;7;13;48;36;5;0;0;0;4;0;17;315;315;735;16
'050041C0300;409;336;6;342;6;155;29;8;9;66;39;9;4;1;0;1;0;15;342;342;735;16
'050041C0400;398;5;351;353;3;168;13;10;23;71;42;2;1;0;1;6;0;13;353;353;735;16
'050041C0500;437;311;4;314;2;151;14;2;20;48;42;4;2;SIN DATO;1;7;SIN DATO;21;314;314;735;16
'050041C0600;434;317;6;317;6;147;19;8;14;49;60;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;14;317;317;735;16
'050041C0700;435;316;316;320;7;156;18;7;13;45;46;SIN DATO;5;SIN DATO;1;5;1;16;320;320;735;16
'050041C0800;450;294;6;300;4;126;21;11;27;48;34;5;SIN DATO;SIN DATO;SIN DATO;2;SIN DATO;SIN DATO;0;278;735;16
'050041C0900;431;320;4;320;8;152;14;14;17;63;31;2;2;0;3;2;0;12;320;320;735;16
'050041C1000;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;735;16
'050041C1100;419;330;2;332;4;162;15;7;12;51;49;4;2;0;5;8;0;13;332;332;735;16
'050041C1200;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;735;16
'050041E0101;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;633;16
'050041E0100;317;317;4;0;11;150;5;13;12;100;26;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;15;317;332;633;16
'051682B0100;293;280;7;294;5;104;22;4;16;82;47;1;0;0;0;8;0;4;294;293;571;16
'051682C0100;335;248;4;252;2;114;15;4;13;54;34;SIN DATO;3;SIN DATO;1;3;SIN DATO;9;252;252;571;16
'051682C0200;317;263;6;269;2;109;21;8;12;74;30;5;0;0;0;2;0;6;269;269;570;16
'051683B0100;287;258;2;260;5;113;6;14;18;44;38;2;1;0;0;3;0;16;260;260;531;16
'051683C0100;228;247;4;247;3;116;12;8;9;39;42;3;3;0;0;3;0;9;247;247;531;16
'051684B0100;200;215;6;221;7;78;12;12;19;46;39;0;0;0;0;7;SIN DATO;5;221;225;405;16
'051684C0100;220;197;4;201;2;69;8;8;21;41;40;3;0;0;0;5;0;4;201;201;405;16
'051685B0100;258;294;3;297;4;97;4;7;29;71;70;1;1;0;0;3;0;10;297;297;539;16
'051686B0100;194;233;4;237;1;105;4;6;17;36;51;2;0;0;3;3;0;9;237;237;415;16
'051687B0100;160;270;2;272;3;156;2;5;17;48;28;4;0;0;0;1;0;8;272;272;416;16
'051688B0100;276;446;6;0;2;165;9;11;30;127;78;4;3;0;0;4;1;12;446;446;706;16
'051689B0100;291;289;4;393;7;136;4;9;26;91;77;3;2;0;0;1;0;38;393;394;668;16
'051690B0100;233;279;4;284;6;125;5;12;20;45;55;0;0;0;0;0;0;16;284;284;501;16
'051691B0100;321;425;1;426;4;186;14;6;48;74;71;1;1;0;1;3;0;17;426;426;731;16
'051692B0100;312;448;4;452;5;197;8;12;35;92;69;1;2;0;2;5;0;21;449;449;748;16
'051693B0100;173;268;5;273;3;160;4;1;17;35;37;2;3;0;0;6;0;5;273;273;430;16
'051694B0100;206;323;3;8;6;162;11;9;20;37;48;2;2;0;1;8;0;20;326;326;517;16
'051695B0100;251;270;3;273;2;116;7;8;19;53;41;1;1;0;0;7;0;17;273;272;509;16
'051695C0100;269;249;6;256;1;118;9;3;15;52;46;4;1;0;0;4;0;3;256;256;508;16
'051696B0100;352;370;1;371;3;180;14;8;9;71;60;5;4;0;0;4;0;13;371;371;707;16
'051697B0100;257;295;6;296;6;127;7;11;18;51;47;5;1;0;0;5;0;18;296;296;523;16
'051698B0100;245;203;4;203;2;62;7;6;14;39;42;25;0;0;0;6;0;9;212;212;441;16
'051698C0100;224;231;5;232;4;96;3;3;11;59;42;1;1;0;0;3;0;12;232;235;441;16
'051699B0100;272;293;2;295;2;92;25;9;26;82;35;5;0;0;3;0;0;16;295;295;551;16
'051700B0100;218;250;4;0;1;109;3;4;19;58;24;4;1;SIN DATO;SIN DATO;5;SIN DATO;13;0;241;452;16
'051700C0100;235;229;3;234;0;111;4;4;17;48;33;3;2;0;0;2;0;10;234;234;452;16
'051701B0100;364;380;5;386;2;127;18;15;33;98;65;2;5;0;2;6;SIN DATO;13;386;386;738;16
'051702B0100;356;406;6;406;5;154;18;11;22;85;86;1;2;0;0;12;0;13;406;409;746;16
'051703B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;579;16
'051704B0100;213;252;5;252;3;125;9;10;5;46;36;6;1;0;2;4;SIN DATO;5;252;252;448;16
'051705B0100;227;278;5;285;3;107;6;13;28;17;35;0;3;0;1;7;0;15;285;235;496;16
'051706B0100;191;202;6;208;0;103;3;7;16;33;32;2;1;0;0;2;0;9;208;208;383;16
'051706C0100;201;191;6;197;1;88;3;9;9;34;48;0;0;0;0;4;0;1;197;197;382;16
'051707B0100;195;205;7;215;3;72;13;2;14;45;51;1;1;SIN DATO;SIN DATO;2;SIN DATO;11;215;215;394;16
'051707C0100;197;207;5;212;0;76;6;4;17;54;38;1;1;0;0;7;0;8;212;212;394;16
'051708B0100;16;395;4;395;5;175;11;12;11;92;57;7;0;0;0;9;0;16;395;395;702;16
'051709B0100;246;288;3;291;4;130;6;8;16;50;66;SIN DATO;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;289;290;521;16
'051710B0100;197;242;5;242;6;112;4;12;14;40;31;2;1;0;1;3;0;16;242;242;423;16
'051710C0100;215;218;5;223;2;95;9;10;12;43;38;2;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;11;0;223;422;16
'051753B0100;350;334;5;339;9;158;14;7;24;57;56;2;2;0;2;2;0;6;339;339;673;16
'051753C0100;340;342;7;349;6;149;15;10;35;56;60;3;3;0;2;3;0;7;349;349;673;16
'051753C0200;340;341;6;347;10;138;19;4;25;70;67;0;0;0;0;0;0;14;347;347;672;16
'051753C0300;347;334;7;341;13;146;13;10;22;67;55;3;4;0;1;2;0;5;341;341;672;16
'051754B0100;620;402;5;407;2;171;19;17;30;86;68;0;2;0;1;5;0;14;415;415;701;16
'051754C0100;314;398;4;0;2;159;16;8;35;85;71;1;2;SIN DATO;1;3;0;19;402;402;701;16
'051754C0200;349;361;4;368;2;116;24;12;37;95;56;1;1;1;0;5;0;18;368;368;701;16
'051754C0300;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;700;16
'051755B0100;316;312;5;317;9;123;14;8;27;68;61;1;1;0;0;1;1;3;317;317;618;16
'051755C0100;334;297;3;300;3;116;18;8;20;79;48;0;0;0;0;0;0;8;300;300;618;16
'051755C0200;312;319;4;0;1;118;15;11;34;75;53;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;16;0;323;618;16
'051755C0300;354;280;4;280;4;101;4;4;30;66;55;0;3;0;1;5;0;7;280;280;618;16
'051755C0400;314;315;4;319;9;120;13;8;19;79;57;2;0;0;2;3;0;7;319;319;617;16
'051756B0100;334;350;6;356;5;144;5;9;36;91;47;1;1;0;0;7;1;9;356;356;674;16
'051756C0100;346;339;4;343;3;130;9;14;25;79;49;2;1;0;0;9;0;22;343;343;674;16
'051757B0100;290;262;4;266;0;107;4;9;22;56;41;1;2;0;0;7;0;17;266;266;540;16
'051758B0100;268;354;5;359;6;193;17;6;19;60;38;2;2;0;3;5;0;8;359;359;611;16
'051758C0100;289;334;3;337;5;159;23;3;24;64;38;2;1;0;2;8;0;8;337;337;610;16
'051759B0100;362;366;6;372;5;172;19;6;19;70;57;2;0;0;2;4;0;16;372;372;718;16
'051759C0100;325;403;5;408;6;185;22;8;23;68;79;4;1;0;0;2;0;10;408;408;717;16
'051759C0200;362;367;4;371;3;186;18;4;18;69;49;2;2;0;1;5;0;14;371;371;717;16
'051759C0300;350;379;4;383;2;195;23;2;11;62;63;5;SIN DATO;SIN DATO;SIN DATO;5;SIN DATO;15;383;383;717;16
'051760B0100;331;319;6;2;6;167;10;10;21;44;39;4;2;SIN DATO;SIN DATO;1;SIN DATO;21;325;325;640;16
'051760C0100;327;329;6;329;3;157;22;9;22;44;48;4;1;0;2;1;0;16;329;329;640;16
'051760C0200;320;329;6;335;6;182;19;6;20;39;47;3;0;0;0;1;0;12;335;335;639;16
'051761B0100;246;242;3;245;4;105;19;6;12;58;30;2;1;0;0;4;0;4;245;245;475;16
'051761C0100;262;221;7;228;1;102;8;8;5;56;27;1;0;1;1;1;0;16;227;227;474;16
'050042B0100;360;379;4;383;12;173;4;2;112;5;64;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;383;384;727;16
'050042C0100;389;350;4;0;8;165;5;3;98;5;59;5;0;0;1;0;0;5;354;354;727;16
'050042C0200;0;0;0;0;9;174;4;1;110;12;49;4;0;0;0;1;0;11;375;375;727;16
'050042C0300;357;384;2;386;10;166;4;2;129;4;61;2;0;0;0;0;0;8;386;386;727;16
'050043B0100;274;306;3;309;7;126;5;2;95;7;54;5;2;0;2;1;0;3;309;309;567;16
'050043C0100;288;290;5;295;7;131;6;2;69;5;58;3;4;0;0;0;0;10;295;295;567;16
'050043C0200;281;295;5;300;4;142;1;2;76;2;58;4;3;0;0;1;0;7;300;300;566;16
'050044B0100;285;302;2;302;12;127;4;2;75;7;56;4;4;0;0;0;0;11;302;302;571;16
'050044C0100;283;304;0;304;10;129;4;3;83;9;49;4;2;1;1;SIN DATO;SIN DATO;9;304;304;571;16
'050045B0100;207;205;4;209;10;97;2;1;51;7;34;3;0;0;1;0;0;3;209;209;400;16
'050045C0100;199;213;4;217;6;106;0;0;52;2;34;10;2;0;0;0;0;5;217;217;400;16
'050046B0100;218;238;3;0;6;110;1;2;72;4;37;6;1;0;0;2;0;1;242;242;444;16
'050046C0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;443;16
'050047B0100;264;331;1;329;15;145;4;5;81;8;66;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;0;5;329;329;579;16
'050047C0100;280;217;0;317;10;138;3;2;96;4;57;1;1;0;0;1;0;4;317;317;579;16
'050047C0200;288;0;0;0;6;153;5;2;83;8;48;2;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;317;317;579;16
'050048B0100;191;217;2;219;5;109;1;2;51;3;42;2;1;0;1;0;0;2;219;219;394;16
'050048C0100;187;220;2;222;5;130;3;2;33;5;32;5;1;0;1;0;0;5;222;222;393;16
'050049B0100;315;278;3;281;6;124;2;0;75;10;50;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;281;281;580;16
'050049C0100;322;272;2;274;6;122;4;0;77;7;47;1;2;0;0;1;0;7;274;274;580;16
'050050B0100;304;316;1;316;12;114;0;4;85;5;75;6;1;0;1;0;0;13;316;316;604;16
